Location_Code,Location,Date,new_case,,new_deaths,total_deaths,total_cases
MYS,Malaysia,31/12/2019,0,,0,0,0
MYS,Malaysia,01/01/2020,0,,0,0,0
MYS,Malaysia,02/01/2020,0,,0,0,0
MYS,Malaysia,03/01/2020,0,,0,0,0
MYS,Malaysia,04/01/2020,0,,0,0,0
MYS,Malaysia,05/01/2020,0,,0,0,0
MYS,Malaysia,06/01/2020,0,,0,0,0
MYS,Malaysia,07/01/2020,0,,0,0,0
MYS,Malaysia,08/01/2020,0,,0,0,0
MYS,Malaysia,09/01/2020,0,,0,0,0
MYS,Malaysia,10/01/2020,0,,0,0,0
MYS,Malaysia,11/01/2020,0,,0,0,0
MYS,Malaysia,12/01/2020,0,,0,0,0
MYS,Malaysia,13/01/2020,0,,0,0,0
MYS,Malaysia,14/01/2020,0,,0,0,0
MYS,Malaysia,15/01/2020,0,,0,0,0
MYS,Malaysia,16/01/2020,0,,0,0,0
MYS,Malaysia,17/01/2020,0,,0,0,0
MYS,Malaysia,18/01/2020,0,,0,0,0
MYS,Malaysia,19/01/2020,0,,0,0,0
MYS,Malaysia,20/01/2020,0,,0,0,0
MYS,Malaysia,21/01/2020,0,,0,0,0
MYS,Malaysia,22/01/2020,0,,0,0,0
MYS,Malaysia,23/01/2020,0,,0,0,0
MYS,Malaysia,24/01/2020,0,,0,0,0
MYS,Malaysia,25/01/2020,3,,0,0,3
MYS,Malaysia,26/01/2020,1,,0,0,4
MYS,Malaysia,27/01/2020,0,,0,0,4
MYS,Malaysia,28/01/2020,0,,0,0,4
MYS,Malaysia,29/01/2020,3,,0,0,7
MYS,Malaysia,30/01/2020,1,,0,0,8
MYS,Malaysia,31/01/2020,0,,0,0,8
MYS,Malaysia,01/02/2020,0,,0,0,8
MYS,Malaysia,02/02/2020,0,,0,0,8
MYS,Malaysia,03/02/2020,0,,0,0,8
MYS,Malaysia,04/02/2020,2,,0,0,10
MYS,Malaysia,05/02/2020,2,,0,0,12
MYS,Malaysia,06/02/2020,0,,0,0,12
MYS,Malaysia,07/02/2020,0,,0,0,12
MYS,Malaysia,08/02/2020,4,,0,0,16
MYS,Malaysia,09/02/2020,0,,0,0,16
MYS,Malaysia,10/02/2020,2,,0,0,18
MYS,Malaysia,11/02/2020,0,,0,0,18
MYS,Malaysia,12/02/2020,0,,0,0,18
MYS,Malaysia,13/02/2020,1,,0,0,19
MYS,Malaysia,14/02/2020,0,,0,0,19
MYS,Malaysia,15/02/2020,3,,0,0,22
MYS,Malaysia,16/02/2020,0,,0,0,22
MYS,Malaysia,17/02/2020,0,,0,0,22
MYS,Malaysia,18/02/2020,0,,0,0,22
MYS,Malaysia,19/02/2020,0,,0,0,22
MYS,Malaysia,20/02/2020,0,,0,0,22
MYS,Malaysia,21/02/2020,0,,0,0,22
MYS,Malaysia,22/02/2020,0,,0,0,22
MYS,Malaysia,23/02/2020,0,,0,0,22
MYS,Malaysia,24/02/2020,0,,0,0,22
MYS,Malaysia,25/02/2020,0,,0,0,22
MYS,Malaysia,26/02/2020,0,,0,0,22
MYS,Malaysia,27/02/2020,1,,0,0,23
MYS,Malaysia,28/02/2020,0,,0,0,23
MYS,Malaysia,29/02/2020,2,,0,0,25
MYS,Malaysia,01/03/2020,4,,0,0,29
MYS,Malaysia,02/03/2020,0,,0,0,29
MYS,Malaysia,03/03/2020,7,,0,0,36
MYS,Malaysia,04/03/2020,14,,0,0,50
MYS,Malaysia,05/03/2020,0,,0,0,50
MYS,Malaysia,06/03/2020,33,,0,0,83
MYS,Malaysia,07/03/2020,10,,0,0,93
MYS,Malaysia,08/03/2020,6,,0,0,99
MYS,Malaysia,09/03/2020,18,,0,0,117
MYS,Malaysia,10/03/2020,12,,0,0,129
MYS,Malaysia,11/03/2020,20,,0,0,149
MYS,Malaysia,12/03/2020,0,,0,0,149
MYS,Malaysia,13/03/2020,48,,0,0,197
MYS,Malaysia,14/03/2020,41,,0,0,238
MYS,Malaysia,15/03/2020,190,,0,0,428
MYS,Malaysia,16/03/2020,138,,0,0,566
MYS,Malaysia,17/03/2020,107,,2,2,673
MYS,Malaysia,18/03/2020,117,,0,2,790
MYS,Malaysia,19/03/2020,110,,0,2,900
MYS,Malaysia,20/03/2020,130,,1,3,1030
MYS,Malaysia,21/03/2020,153,,1,4,1183
MYS,Malaysia,22/03/2020,123,,6,10,1306
MYS,Malaysia,23/03/2020,212,,4,14,1518
MYS,Malaysia,24/03/2020,106,,2,16,1624
MYS,Malaysia,25/03/2020,172,,4,20,1796
MYS,Malaysia,26/03/2020,235,,3,23,2031
MYS,Malaysia,27/03/2020,130,,3,26,2161
MYS,Malaysia,28/03/2020,159,,1,27,2320
MYS,Malaysia,29/03/2020,150,,8,35,2470
MYS,Malaysia,30/03/2020,156,,2,37,2626
MYS,Malaysia,31/03/2020,140,,6,43,2766
MYS,Malaysia,01/04/2020,142,,2,45,2908
MYS,Malaysia,02/04/2020,208,,5,50,3116
MYS,Malaysia,03/04/2020,217,,3,53,3333
MYS,Malaysia,04/04/2020,150,,4,57,3483
MYS,Malaysia,05/04/2020,179,,4,61,3662
MYS,Malaysia,06/04/2020,131,,1,62,3793
MYS,Malaysia,07/04/2020,170,,1,63,3963
MYS,Malaysia,08/04/2020,156,,2,65,4119
MYS,Malaysia,09/04/2020,109,,2,67,4228
MYS,Malaysia,10/04/2020,118,,3,70,4346
MYS,Malaysia,11/04/2020,184,,3,73,4530
MYS,Malaysia,12/04/2020,153,,3,76,4683
MYS,Malaysia,13/04/2020,134,,1,77,4817
MYS,Malaysia,14/04/2020,170,,5,82,4987
MYS,Malaysia,15/04/2020,85,,1,83,5072
MYS,Malaysia,16/04/2020,110,,1,84,5182
MYS,Malaysia,17/04/2020,69,,2,86,5251
MYS,Malaysia,18/04/2020,54,,2,88,5305
MYS,Malaysia,19/04/2020,84,,1,89,5389
MYS,Malaysia,20/04/2020,36,,0,89,5425
MYS,Malaysia,21/04/2020,57,,3,92,5482
MYS,Malaysia,22/04/2020,50,,1,93,5532
MYS,Malaysia,23/04/2020,71,,2,95,5603
MYS,Malaysia,24/04/2020,88,,1,96,5691
MYS,Malaysia,25/04/2020,51,,2,98,5742
MYS,Malaysia,26/04/2020,38,,0,98,5780
MYS,Malaysia,27/04/2020,40,,1,99,5820
MYS,Malaysia,28/04/2020,31,,1,100,5851
MYS,Malaysia,29/04/2020,94,,0,100,5945
MYS,Malaysia,30/04/2020,57,,2,102,6002
MYS,Malaysia,01/05/2020,69,,1,103,6071
MYS,Malaysia,02/05/2020,105,,0,103,6176
MYS,Malaysia,03/05/2020,122,,2,105,6298
MYS,Malaysia,04/05/2020,55,,0,105,6353
MYS,Malaysia,05/05/2020,30,,1,106,6383
MYS,Malaysia,06/05/2020,45,,1,107,6428
MYS,Malaysia,07/05/2020,39,,0,107,6467
MYS,Malaysia,08/05/2020,68,,0,107,6535
MYS,Malaysia,09/05/2020,54,,1,108,6589
MYS,Malaysia,10/05/2020,67,,0,108,6656
MYS,Malaysia,11/05/2020,70,,1,109,6726
MYS,Malaysia,12/05/2020,16,,0,109,6742
MYS,Malaysia,13/05/2020,37,,2,111,6779
MYS,Malaysia,14/05/2020,40,,1,112,6819
MYS,Malaysia,15/05/2020,36,,0,112,6855
MYS,Malaysia,16/05/2020,17,,1,113,6872
MYS,Malaysia,17/05/2020,22,,0,113,6894
MYS,Malaysia,18/05/2020,47,,0,113,6941
MYS,Malaysia,19/05/2020,37,,1,114,6978
MYS,Malaysia,20/05/2020,31,,0,114,7009
MYS,Malaysia,21/05/2020,50,,0,114,7059
MYS,Malaysia,22/05/2020,78,,1,115,7137
MYS,Malaysia,23/05/2020,48,,0,115,7185
MYS,Malaysia,24/05/2020,60,,0,115,7245
MYS,Malaysia,25/05/2020,172,,0,115,7417
MYS,Malaysia,26/05/2020,187,,0,115,7604
MYS,Malaysia,27/05/2020,15,,0,115,7619
MYS,Malaysia,28/05/2020,10,,0,115,7629
MYS,Malaysia,29/05/2020,103,,0,115,7732
MYS,Malaysia,30/05/2020,30,,0,115,7762
MYS,Malaysia,31/05/2020,57,,0,115,7819
MYS,Malaysia,01/06/2020,38,,0,115,7857
MYS,Malaysia,02/06/2020,20,,0,115,7877
MYS,Malaysia,03/06/2020,93,,0,115,7970
MYS,Malaysia,04/06/2020,277,,0,115,8247
MYS,Malaysia,05/06/2020,19,,1,116,8266
MYS,Malaysia,06/06/2020,37,,1,117,8303
MYS,Malaysia,07/06/2020,19,,0,117,8322
MYS,Malaysia,08/06/2020,7,,0,117,8329
MYS,Malaysia,09/06/2020,7,,0,117,8336
MYS,Malaysia,10/06/2020,2,,1,118,8338
MYS,Malaysia,11/06/2020,31,,0,118,8369
MYS,Malaysia,12/06/2020,33,,1,119,8402
MYS,Malaysia,13/06/2020,43,,1,120,8445
MYS,Malaysia,14/06/2020,8,,1,121,8453
MYS,Malaysia,15/06/2020,41,,0,121,8494
MYS,Malaysia,16/06/2020,11,,0,121,8505
MYS,Malaysia,17/06/2020,10,,0,121,8515
MYS,Malaysia,18/06/2020,14,,0,121,8529
MYS,Malaysia,19/06/2020,6,,0,121,8535
MYS,Malaysia,20/06/2020,21,,0,121,8556
MYS,Malaysia,21/06/2020,16,,0,121,8572
MYS,Malaysia,22/06/2020,15,,0,121,8587
MYS,Malaysia,23/06/2020,3,,0,121,8590
MYS,Malaysia,24/06/2020,6,,0,121,8596
MYS,Malaysia,25/06/2020,4,,0,121,8600
MYS,Malaysia,26/06/2020,6,,0,121,8606
MYS,Malaysia,27/06/2020,10,,0,121,8616
MYS,Malaysia,28/06/2020,18,,0,121,8634
MYS,Malaysia,29/06/2020,3,,0,121,8637
MYS,Malaysia,30/06/2020,2,,0,121,8639
MYS,Malaysia,01/07/2020,1,,0,121,8640
MYS,Malaysia,02/07/2020,3,,0,121,8643
MYS,Malaysia,03/07/2020,5,,0,121,8648
MYS,Malaysia,04/07/2020,10,,0,121,8658
MYS,Malaysia,05/07/2020,5,,0,121,8663
MYS,Malaysia,06/07/2020,5,,0,121,8668
MYS,Malaysia,07/07/2020,6,,0,121,8674
MYS,Malaysia,08/07/2020,3,,0,121,8677
MYS,Malaysia,09/07/2020,6,,0,121,8683
MYS,Malaysia,10/07/2020,13,,0,121,8696
MYS,Malaysia,11/07/2020,8,,1,122,8704
MYS,Malaysia,12/07/2020,14,,0,122,8718
MYS,Malaysia,13/07/2020,7,,0,122,8725
MYS,Malaysia,14/07/2020,4,,0,122,8729
MYS,Malaysia,15/07/2020,5,,0,122,8734
MYS,Malaysia,16/07/2020,3,,0,122,8737
MYS,Malaysia,17/07/2020,18,,0,122,8755
MYS,Malaysia,18/07/2020,9,,0,122,8764
MYS,Malaysia,19/07/2020,15,,1,123,8779
MYS,Malaysia,20/07/2020,21,,0,123,8800
MYS,Malaysia,21/07/2020,15,,0,123,8815
MYS,Malaysia,22/07/2020,16,,0,123,8831
MYS,Malaysia,23/07/2020,9,,0,123,8840
MYS,Malaysia,24/07/2020,21,,0,123,8861
MYS,Malaysia,25/07/2020,23,,0,123,8884
MYS,Malaysia,26/07/2020,13,,1,124,8897
MYS,Malaysia,27/07/2020,7,,0,124,8904
MYS,Malaysia,28/07/2020,39,,0,124,8943
MYS,Malaysia,29/07/2020,13,,0,124,8956
MYS,Malaysia,30/07/2020,8,,0,124,8964
MYS,Malaysia,31/07/2020,12,,1,125,8976
MYS,Malaysia,01/08/2020,9,,0,125,8985
MYS,Malaysia,02/08/2020,14,,0,125,8999
MYS,Malaysia,03/08/2020,2,,0,125,9001
MYS,Malaysia,04/08/2020,1,,0,125,9002
MYS,Malaysia,05/08/2020,21,,0,125,9023
MYS,Malaysia,06/08/2020,15,,0,125,9038
MYS,Malaysia,07/08/2020,25,,0,125,9063
MYS,Malaysia,08/08/2020,7,,0,125,9070
MYS,Malaysia,09/08/2020,13,,0,125,9083
MYS,Malaysia,10/08/2020,11,,0,125,9094
MYS,Malaysia,11/08/2020,9,,0,125,9103
MYS,Malaysia,12/08/2020,11,,0,125,9114
MYS,Malaysia,13/08/2020,15,,0,125,9129
MYS,Malaysia,14/08/2020,20,,0,125,9149
MYS,Malaysia,15/08/2020,26,,0,125,9175
MYS,Malaysia,16/08/2020,25,,0,125,9200
MYS,Malaysia,17/08/2020,12,,0,125,9212
MYS,Malaysia,18/08/2020,7,,0,125,9219
MYS,Malaysia,19/08/2020,16,,0,125,9235
MYS,Malaysia,20/08/2020,5,,0,125,9240
MYS,Malaysia,21/08/2020,9,,0,125,9249
MYS,Malaysia,22/08/2020,8,,0,125,9257
MYS,Malaysia,23/08/2020,10,,0,125,9267
MYS,Malaysia,24/08/2020,7,,0,125,9274
MYS,Malaysia,25/08/2020,11,,0,125,9285
MYS,Malaysia,26/08/2020,6,,0,125,9291
MYS,Malaysia,27/08/2020,5,,0,125,9296
MYS,Malaysia,28/08/2020,10,,0,125,9306
MYS,Malaysia,29/08/2020,11,,0,125,9317
MYS,Malaysia,30/08/2020,17,,1,126,9334
MYS,Malaysia,31/08/2020,6,,1,127,9340
MYS,Malaysia,01/09/2020,14,,1,128,9354
MYS,Malaysia,02/09/2020,6,,0,128,9360
MYS,Malaysia,03/09/2020,14,,0,128,9374
MYS,Malaysia,04/09/2020,11,,0,128,9385
MYS,Malaysia,05/09/2020,6,,0,128,9391
MYS,Malaysia,06/09/2020,6,,0,128,9397
MYS,Malaysia,07/09/2020,62,,0,128,9459
MYS,Malaysia,08/09/2020,100,,0,128,9559
MYS,Malaysia,09/09/2020,24,,0,128,9583
MYS,Malaysia,10/09/2020,45,,0,128,9628
MYS,Malaysia,11/09/2020,182,,0,128,9810
MYS,Malaysia,12/09/2020,58,,0,128,9868
MYS,Malaysia,13/09/2020,47,,0,128,9915
MYS,Malaysia,14/09/2020,31,,0,128,9946
MYS,Malaysia,15/09/2020,23,,0,128,9969
MYS,Malaysia,16/09/2020,62,,0,128,10031
MYS,Malaysia,17/09/2020,21,,0,128,10052
MYS,Malaysia,18/09/2020,95,,1,129,10147
MYS,Malaysia,19/09/2020,20,,1,130,10167
MYS,Malaysia,20/09/2020,52,,0,130,10219
MYS,Malaysia,21/09/2020,57,,0,130,10276
MYS,Malaysia,22/09/2020,82,,0,130,10358
MYS,Malaysia,23/09/2020,147,,3,133,10505
MYS,Malaysia,24/09/2020,71,,0,133,10576
MYS,Malaysia,25/09/2020,111,,0,133,10687
MYS,Malaysia,26/09/2020,82,,0,133,10769
MYS,Malaysia,27/09/2020,150,,1,134,10919
MYS,Malaysia,28/09/2020,115,,0,134,11034
MYS,Malaysia,29/09/2020,101,,0,134,11135
MYS,Malaysia,30/09/2020,89,,2,136,11224
MYS,Malaysia,01/10/2020,260,,0,136,11484
MYS,Malaysia,02/10/2020,287,,0,136,11771
MYS,Malaysia,03/10/2020,317,,1,137,12088
MYS,Malaysia,04/10/2020,293,,0,137,12381
MYS,Malaysia,05/10/2020,432,,0,137,12813
MYS,Malaysia,06/10/2020,691,,4,141,13504
MYS,Malaysia,07/10/2020,489,,0,141,13993
MYS,Malaysia,08/10/2020,375,,5,146,14368
MYS,Malaysia,09/10/2020,354,,6,152,14722
MYS,Malaysia,10/10/2020,374,,3,155,15096
MYS,Malaysia,11/10/2020,561,,2,157,15657
MYS,Malaysia,12/10/2020,563,,2,159,16220
MYS,Malaysia,13/10/2020,660,,4,163,16880
MYS,Malaysia,14/10/2020,660,,4,167,17540
MYS,Malaysia,15/10/2020,589,,3,170,18129
MYS,Malaysia,16/10/2020,629,,6,176,18758
MYS,Malaysia,17/10/2020,869,,4,180,19627
MYS,Malaysia,18/10/2020,871,,7,187,20498
MYS,Malaysia,19/10/2020,865,,3,190,21363
MYS,Malaysia,20/10/2020,862,,3,193,22225
MYS,Malaysia,21/10/2020,732,,6,199,22957
MYS,Malaysia,22/10/2020,847,,5,204,23804
MYS,Malaysia,23/10/2020,710,,10,214,24514
MYS,Malaysia,24/10/2020,1228,,7,221,25742
MYS,Malaysia,25/10/2020,823,,8,229,26565
MYS,Malaysia,26/10/2020,1240,,7,236,27805
MYS,Malaysia,27/10/2020,835,,2,238,28640
MYS,Malaysia,28/10/2020,801,,8,246,29441
MYS,Malaysia,29/10/2020,649,,0,246,30090
MYS,Malaysia,30/10/2020,799,,3,249,30889
MYS,Malaysia,31/10/2020,659,,0,249,31548
MYS,Malaysia,01/11/2020,957,,0,249,32505
MYS,Malaysia,02/11/2020,834,,2,251,33339
MYS,Malaysia,03/11/2020,1054,,12,263,34393
MYS,Malaysia,04/11/2020,1032,,8,271,35425
MYS,Malaysia,05/11/2020,1009,,6,277,36434
MYS,Malaysia,06/11/2020,1755,,2,279,38189
MYS,Malaysia,07/11/2020,1168,,3,282,39357
MYS,Malaysia,08/11/2020,852,,4,286,40209
MYS,Malaysia,09/11/2020,972,,8,294,41181
MYS,Malaysia,10/11/2020,869,,6,300,42050
MYS,Malaysia,11/11/2020,822,,2,302,42872
MYS,Malaysia,12/11/2020,919,,1,303,43791
MYS,Malaysia,13/11/2020,1304,,1,304,45095
MYS,Malaysia,14/11/2020,1114,,2,306,46209
MYS,Malaysia,15/11/2020,1208,,3,309,47417
MYS,Malaysia,16/11/2020,1103,,4,313,48520
MYS,Malaysia,17/11/2020,1210,,5,318,49730
MYS,Malaysia,18/11/2020,660,,4,322,50390
MYS,Malaysia,19/11/2020,1290,,4,326,51680
MYS,Malaysia,20/11/2020,958,,3,329,52638
MYS,Malaysia,21/11/2020,1041,,3,332,53679
MYS,Malaysia,22/11/2020,1096,,3,335,54775
MYS,Malaysia,23/11/2020,1884,,2,337,56659
MYS,Malaysia,24/11/2020,2188,,4,341,58847
MYS,Malaysia,25/11/2020,970,,4,345,59817
MYS,Malaysia,26/11/2020,935,,3,348,60752
MYS,Malaysia,27/11/2020,1109,,2,350,61861
MYS,Malaysia,28/11/2020,1315,,4,354,63176
MYS,Malaysia,29/11/2020,1309,,3,357,64485
MYS,Malaysia,30/11/2020,1212,,3,360,65697
MYS,Malaysia,01/12/2020,1472,,3,363,67169
MYS,Malaysia,02/12/2020,851,,2,365,68020
MYS,Malaysia,03/12/2020,1075,,11,376,69095
MYS,Malaysia,04/12/2020,1141,,0,376,70236
MYS,Malaysia,05/12/2020,1123,,4,380,71359
MYS,Malaysia,06/12/2020,1335,,2,382,72694
MYS,Malaysia,07/12/2020,1600,,2,384,74294
MYS,Malaysia,08/12/2020,1012,,4,388,75306
MYS,Malaysia,09/12/2020,959,,5,393,76265
MYS,Malaysia,10/12/2020,2234,,3,396,78499
MYS,Malaysia,11/12/2020,1810,,6,402,80309
MYS,Malaysia,12/12/2020,1937,,9,411,82246
MYS,Malaysia,13/12/2020,1229,,4,415,83475
MYS,Malaysia,14/12/2020,1371,,4,419,84846
MYS,Malaysia,15/12/2020,1772,,3,422,86618
MYS,Malaysia,16/12/2020,1295,,7,429,87913
MYS,Malaysia,17/12/2020,1220,,3,432,89133
MYS,Malaysia,18/12/2020,1683,,0,432,90816
MYS,Malaysia,19/12/2020,1153,,1,433,91969
MYS,Malaysia,20/12/2020,1340,,4,437,93309
MYS,Malaysia,21/12/2020,2018,,1,438,95327
MYS,Malaysia,22/12/2020,2062,,1,439,97389
MYS,Malaysia,23/12/2020,1348,,5,444,98737
MYS,Malaysia,24/12/2020,1581,,2,446,100318
MYS,Malaysia,25/12/2020,1247,,3,449,101565
MYS,Malaysia,26/12/2020,2335,,2,451,103900
MYS,Malaysia,27/12/2020,1196,,1,452,105096
MYS,Malaysia,28/12/2020,1594,,3,455,106690
MYS,Malaysia,29/12/2020,1925,,2,457,108615
MYS,Malaysia,30/12/2020,1870,,6,463,110485
MYS,Malaysia,31/12/2020,2525,,8,471,113010
MYS,Malaysia,01/01/2021,2068,,3,474,115078
MYS,Malaysia,02/01/2021,2295,,9,483,117373
MYS,Malaysia,03/01/2021,1704,,11,494,119077
MYS,Malaysia,04/01/2021,1741,,7,501,120818
MYS,Malaysia,05/01/2021,2027,,8,509,122845
MYS,Malaysia,06/01/2021,2593,,4,513,125438
MYS,Malaysia,07/01/2021,3027,,8,521,128465
MYS,Malaysia,08/01/2021,2643,,16,537,131108
MYS,Malaysia,09/01/2021,2451,,5,542,133559
MYS,Malaysia,10/01/2021,2433,,9,551,135992
MYS,Malaysia,11/01/2021,2232,,4,555,138224
MYS,Malaysia,12/01/2021,3309,,4,559,141533
MYS,Malaysia,13/01/2021,2985,,4,563,144518
MYS,Malaysia,14/01/2021,3337,,15,578,147855
MYS,Malaysia,15/01/2021,3211,,8,586,151066
MYS,Malaysia,16/01/2021,4029,,8,594,155095
MYS,Malaysia,17/01/2021,3339,,7,601,158434
MYS,Malaysia,18/01/2021,3306,,4,605,161740
MYS,Malaysia,19/01/2021,3631,,14,619,165371
MYS,Malaysia,20/01/2021,4008,,11,630,169379
